river_name,country,mouth_lat,mouth_lon,u_ms,v_ms,current_speed_ms
Seine,France,6326526.97844334,54898.772315042144,,,
Oder,Poland,7060010.605494453,1624802.5462108285,,,
Tigris,Iraq,3806458.681996441,5099443.685426048,,,
Severnaya Dvina,Russia,9453608.046296094,4511836.578384699,,,
Rhin,Germany,6018278.455256031,988639.9210417268,,,
Nederrijn,Netherlands,6744766.466724537,671368.5012368743,,,
Lek,Netherlands,6759754.6774523575,593450.2932035942,,,
Gharraf Canal,Iraq,3806458.681996441,5099443.685426048,,,
Rhine,Germany,6734694.792419459,554966.7973629507,,,
Waal,Netherlands,6713989.819971111,490153.6328991346,,,
Euphrates,Iraq,3606668.847277824,5284169.900983148,,,
Firat,Turkey,4657866.190235484,4282604.308598336,,,
Firat,Turkey,4668108.335749765,4315614.233773508,,,
Volga,Russia,6974410.0107947225,5416986.881331471,,,
Volga,Russia,5867785.920252208,5325697.28915017,,,
Al Furat,Syria,4322525.31818058,4250605.39051728,,,
Al Furat,Syria,4256794.150805172,4292475.216571023,,,
Shatt al-Arab,Iraq,3606668.847277824,5284169.900983148,,,
Danube,Romania,5627571.560122252,3200098.357941912,,,
Donau,Germany,6230975.514590147,1392227.4303874574,,,
Bratul Chillia,Romania,5619582.723583117,3215247.157787654,,,
Bratul Sfântu Gheorghe,Romania,5619582.723583117,3215247.157787654,,,
Bratul Sulina,Romania,5619551.981568534,3215209.1091335765,,,
Borcea,Romania,5459133.393545704,3038157.8506565574,,,
Drau,Iceland,9546952.031581651,-2023003.4532432663,,,
Drau,Austria,5867423.370956495,1368645.9332195525,,,
Ceyhan,Turkey,4356229.546890727,3959353.814580954,,,
IJssel,Netherlands,6871136.527750865,652072.3980964386,,,
Hawea,New Zealand,-5530091.441769701,18841606.673367742,,,
Kawarau,New Zealand,-5602055.43170707,18834231.088949967,,,
Waiau,New Zealand,-5679458.312623809,18662262.15558079,,,
Waiau,New Zealand,-5661440.105752329,18672059.5222712,,,
Rangitaiki,New Zealand,-4688968.746639554,19641023.910847787,,,
Mataura,New Zealand,-5649301.672888359,18766962.038540807,,,
Clutha,New Zealand,-5808369.578547053,18910603.353662714,,,
Whanganui,New Zealand,-4695726.196823476,19547673.33328916,,,
Taieri,New Zealand,-5701032.374391096,18890214.56507017,,,
Rangitikei,New Zealand,-4705577.026469773,19596410.40967896,,,
Clarence,New Zealand,-5150297.46854929,19225567.67871693,,,
Oreti,New Zealand,-5624002.282755639,18726050.10928085,,,
Manawatu,New Zealand,-4841122.960551489,19605794.38536977,,,
Buller,New Zealand,-5096479.60153973,19101765.686650608,,,
Waihou,New Zealand,-4564476.278707149,19590743.508059494,,,
Mohaka,New Zealand,-4706045.513832629,19625776.67281271,,,
Wairau,New Zealand,-5153976.820649805,19241502.179288834,,,
Whangaehu,New Zealand,-4735081.564486761,19551049.35978585,,,
Waimakariri,New Zealand,-5273208.666498401,19086885.33312767,,,
Mokau,New Zealand,-4621713.056319201,19530109.383193847,,,
Ngaruroro,New Zealand,-4713362.954310028,19608211.000254903,,,
Waiau,New Zealand,-5148974.179418166,19220055.798722327,,,
Rakaia,New Zealand,-5328808.304032947,19024766.445588477,,,
Hurunui,New Zealand,-5242049.386864297,19134664.720368404,,,
Turakina,New Zealand,-4769779.039871525,19549903.922224477,,,
Wairoa,New Zealand,-4212796.202820899,19395771.08802534,,,
Awatere,New Zealand,-5160774.682138488,19278581.62949004,,,
Grey,New Zealand,-5193508.480843386,19159397.559381697,,,
Rangitata,New Zealand,-5362861.111724814,19017382.2488582,,,
Tukituki,New Zealand,-4825954.669819221,19610369.24576529,,,
Motueka,New Zealand,-5079163.84331982,19252038.482391022,,,
Motueka Left Branch,New Zealand,-5072103.198786279,19260754.14263249,,,
Motueka Right Branch,New Zealand,-5076427.105708526,19262345.69798093,,,
Waitaki,New Zealand,-5523111.254181625,18946160.14701541,,,
Patea,New Zealand,-4738960.915955827,19380961.355464835,,,
Aparima,New Zealand,-5693136.067455382,18688965.491692152,,,
Tutaekuri,New Zealand,-4741617.481670731,19630106.94353347,,,
Whakatane,New Zealand,-4643023.222300162,19695465.783032,,,
Pomahaka,New Zealand,-5661175.837224244,18832711.877026454,,,
Orari,New Zealand,-5408362.759847659,19024099.85260163,,,
Karamea,New Zealand,-5047107.177679915,19192458.504574336,,,
Ongarue,New Zealand,-4633799.535679085,19550430.99574896,,,
Ahuriri,New Zealand,-5449928.497064943,18888626.454646725,,,
Inangahua,New Zealand,-5178598.431100784,19157296.155133758,,,
Waitoa,New Zealand,-4539738.038468939,19553305.785658646,,,
Moawhango,New Zealand,-4734642.738792227,19576510.80043593,,,
Piako,New Zealand,-4527875.485169495,19550723.814373672,,,
Wairoa,New Zealand,-4670313.416591495,19761475.71335489,,,
Ruakituri,New Zealand,-4641503.653743582,19721955.53379357,,,
Manganui,New Zealand,-4275378.1381429145,19400669.771370545,,,
Hutt,New Zealand,-4991843.79282984,19504151.873344257,,,
Ahuriri,New Zealand,-5519112.620422252,18940479.465695973,,,
Waikato,New Zealand,-4688509.881997519,19568913.01835587,,,
Waikato,New Zealand,-4453949.590065016,19462323.5940352,,,
Tongariro,New Zealand,-4716437.43633946,19571372.694803458,,,
Pukaki,New Zealand,-5463338.562716079,18940200.72852777,,,
Ohau,New Zealand,-5478666.542499653,18917054.758392077,,,
Tekapo,New Zealand,-5436250.527736235,18977622.454905603,,,
Tekapo,New Zealand,-5488787.547625472,18947824.937653724,,,
Ohau,New Zealand,-5488866.339345222,18945753.48776273,,,
Volga-Don Canal,Russia,6162560.114176033,4959450.060244366,,,
Volga-Don Canal,Russia,6180172.424117975,4847082.639062754,,,
White Sea Canal,Russia,9280567.946676726,3820865.142515617,,,
White Sea Canal,Russia,9004862.778581683,3870880.042534672,,,
Kovzha River,Russia,8610991.01965428,4039086.9435541593,,,
Kovzha River,Russia,8622628.279790636,3997013.80909015,,,
Moscow Canal,Russia,7481061.188953473,4168445.0429715775,,,
Moscow Canal,Russia,7668373.739846708,4131953.944818637,,,
Amu Darya,Uzbekistan,5458642.6936370665,6628075.540689345,,,
Burnett,Australia,-2827031.177758396,16965617.734464925,,,
Fitzroy,Australia,-2034299.0339552453,13792056.00381328,,,
Fitzroy,Australia,-2034299.0339552453,13792056.00381328,,,
Ord,Australia,-1883888.762857,14330615.263070276,,,
Ord,Australia,-1805416.9809754295,14331163.099846696,,,
Ord,Australia,-1768962.583896647,14330429.358381815,,,
Victoria,Australia,-1750339.805164676,14524575.39374086,,,
Victoria,Australia,-1700333.5908780252,14441145.654027682,,,
Roper,Australia,-1646224.9894638106,14979639.2206251,,,
Katherine,Australia,-1638025.3715904383,14662460.244367013,,,
Roper,Australia,-1646224.9894638106,14979639.2206251,,,
Daly,Australia,-1490229.3036745186,14507650.146050915,,,
Mitchell,Australia,-1801783.379289063,15886979.05046764,,,
Mitchell,Australia,-1801783.379289063,15886979.05046764,,,
Burdekin,Australia,-2320788.9225771474,16360513.821103375,,,
Burdekin,Australia,-2106590.77884613,16224370.396146948,,,
Burdekin,Australia,-2223743.225939457,16426890.287775582,,,
Burnett,Australia,-2844150.493905464,16871750.31374616,,,
Mackenzie,Australia,-2899091.7231873823,16570336.744159976,,,
Fitzroy,Australia,-2690303.637116063,16672981.883692153,,,
Fitzroy,Australia,-2621356.402564221,16704014.451557085,,,
Macquarie,Australia,-3860028.892439717,16613780.588566735,,,
Macquarie,Australia,-3826641.516883026,16599966.49444906,,,
Macintyre,Australia,-3310676.818143429,16749903.387954775,,,
Barwon,Australia,-3310750.79990879,16750199.706623292,,,
Dumaresq,Australia,-3321967.6739317165,16905317.943704102,,,
Darling,Australia,-4020538.133524639,15799152.593429366,,,
Murray,Australia,-4290259.620981666,16368922.24272768,,,
Lachlan,Australia,-4005409.7284014793,16592008.927158283,,,
Lachlan,Australia,-4005409.7284014793,16592008.927158283,,,
Murray,Australia,-4020538.133524639,15799152.593429366,,,
Murray,Australia,-4190483.9840194928,15513802.30153842,,,
Macquarie,Australia,-5145676.021659899,16456504.523562904,,,
Derwent,Australia,-5149701.137642714,16275941.34160256,,,
South Esk,Australia,-5072517.257428934,16377838.64167529,,,
Tamar,Australia,-5032011.449887506,16365222.615516668,,,
Blackwood,Australia,-3936288.0362939015,13055064.50705645,,,
Blackwood,Australia,-4048155.910975761,12819116.413445756,,,
Avon,Australia,-3743229.830673261,12883567.738624228,,,
Santee,United States of America,3892525.1759136952,-8831945.988861628,,,
Salinas,United States of America,4375753.542997072,-13554281.310420431,,,
Soto la Marina,Mexico,2739608.3494573105,-10994973.924640331,,,
Soto la Marina,Mexico,2731008.9161252165,-10984176.260164687,,,
Sagavanirktok,United States of America,11146392.66037533,-16497149.024695296,,,
Meade,United States of America,11335118.810385212,-17386693.668480318,,,
S. Fork Kuskokwim,United States of America,9079333.716909984,-17224536.01578159,,,
South Nahanni,Canada,8598231.82135687,-13729386.652017375,,,
Keele,Canada,9419901.031462831,-13892079.979101287,,,
Miramichi,Canada,5925113.72960945,-7276680.075742493,,,
Harricana,Canada,6540032.772908836,-8831445.920836568,,,
Purificacin,Mexico,2739578.7594202748,-10995229.394174866,,,
Kennebec,United States of America,5445001.805689072,-7767287.299227719,,,
Missinaibi,Canada,6159548.724308828,-9286785.03525274,,,
Iliamna Lake Outlet,United States of America,8218388.276877439,-17353094.26463395,,,
English,Canada,6523034.654390727,-10369146.944575893,,,
English,Canada,6417669.300889334,-10102453.057087008,,,
Feather,United States of America,4784105.080218333,-13502059.532695994,,,
Feather,United States of America,4663690.7826675335,-13537363.24815998,,,
San Juan,United States of America,4444524.376609328,-12317925.626992604,,,
San Juan,United States of America,4444806.461203191,-12317979.98221272,,,
Wind,United States of America,5315900.959847733,-12040039.999682302,,,
Wind,United States of America,5318762.73214635,-12216879.27280086,,,
Thlewiaza,Canada,8444976.954079453,-10805627.515373552,,,
Thlewiaza,Canada,8444976.954079453,-10805627.515373552,,,
Kazan,Canada,8888538.970448658,-11261069.90470792,,,
Kazan,Canada,8625774.335021578,-11300352.422284257,,,
Humboldt,United States of America,4913259.316395427,-13169786.072139695,,,
Humboldt,United States of America,4913259.316395427,-13169786.072139695,,,
Yaqui,Mexico,3245202.128796457,-12231574.206558663,,,
Yaqui,Mexico,3208672.12274717,-12233740.262080198,,,
Canadian,United States of America,4238053.35960655,-11301515.62399467,,,
Canadian,United States of America,4201592.535674218,-10581493.765233858,,,
Fuerte,Mexico,3070395.9979538657,-12081045.577736208,,,
Fuerte,Mexico,3044028.6156766834,-12086437.615571529,,,
Lerma,Mexico,2263210.585822523,-11186277.121831194,,,
Lerma,Mexico,2281797.869425224,-11440262.758857451,,,
Cheyenne,United States of America,5557641.608181532,-11212739.960743643,,,
Cheyenne,United States of America,5544847.377719549,-11267929.533486312,,,
Congaree,United States of America,3948948.088361712,-8961925.626720004,,,
Congaree,United States of America,4005505.4979095305,-9023162.21770031,,,
Flathead,United States of America,6088916.012735928,-12704342.322304351,,,
Flathead,United States of America,6028010.463806998,-12702309.437072083,,,
Saint Johns,United States of America,3418877.9339186284,-9091519.342515554,,,
Saint Johns,United States of America,3532957.231445294,-9060845.801429711,,,
Coatzacoalcos,Mexico,2018929.327169274,-10517237.741776206,,,
Coatzacoalcos,Mexico,2042403.291307072,-10509636.164243286,,,
Bear,United States of America,5053148.306563364,-12489063.037521224,,,
Bear,United States of America,5054250.397967159,-12496384.68567057,,,
San Juan,Mexico,3003750.537220479,-11009035.620083785,,,
San Juan,Mexico,3025199.5948540936,-11003806.647908837,,,
Anderson,Canada,10107534.067889152,-13867679.92079214,,,
Anderson,Canada,10107534.067889152,-13867679.92079214,,,
Saguenay,Canada,6186011.475694568,-8056359.506339374,,,
Saguenay,Canada,6171266.473087813,-7987037.576367077,,,
Cooper,United States of America,3917155.7216568138,-8917800.059031531,,,
Cooper,United States of America,3904146.532720597,-8905260.309751255,,,
Cumberland,United States of America,4414483.608067475,-9819297.691186655,,,
Cumberland,United States of America,4414483.608067475,-9819297.691186655,,,
Sabine,United States of America,3636115.019560072,-10415906.022678848,,,
Sabine,United States of America,3636146.635528668,-10415775.570150584,,,
South Platte,United States of America,4983684.672744646,-11164899.21376039,,,
Monongahela,United States of America,4902493.245260581,-8906135.428795084,,,
Tombigbee,United States of America,3630115.799151792,-9789945.87232514,,,
Moctezuma,Mexico,2493108.9096356397,-10974976.639160411,,,
Atengo,Mexico,2400972.0296047945,-11586038.023680905,,,
Verde,Mexico,3045533.125122303,-11891731.781601503,,,
Bavispe,Mexico,3588934.4091059207,-12157175.49902776,,,
Motagua,Guatemala,1761427.3104903577,-9820776.153173745,,,
Kankakee,United States of America,4998305.920405738,-9778830.229811864,,,
Assiniboine,Canada,6392346.762029117,-10810166.17625304,,,
James,United States of America,5265556.452098214,-10829299.213733144,,,
Grand,United States of America,5293743.015158666,-9602594.299636554,,,
Salmon,United States of America,5728285.396829202,-12999776.532428456,,,
Pelly,Canada,9006312.507588439,-15286046.776532382,,,
Kobuk,United States of America,10064816.567919014,-18019788.21694105,,,
New,United States of America,4574011.745548809,-9034680.08884247,,,
Marais des Cygnes,United States of America,4557770.244154616,-10491247.793278746,,,
Des Moines,United States of America,4893551.3517019525,-10179265.136390986,,,
John Day,United States of America,5555371.254730617,-13368720.74223459,,,
Babine,Canada,7466152.850763564,-14214080.303056087,,,
Thompson,Canada,6455129.837586264,-13535066.740110176,,,
Namekagon,United States of America,5765527.694516972,-10261211.06623468,,,
St. Croix,United States of America,5553368.47905183,-10332661.003074408,,,
Ekwan,Canada,6988559.667443297,-9156392.297721524,,,
Black,United States of America,4226843.822170588,-10167073.260519443,,,
Scioto,United States of America,4655222.284993239,-9239816.689552328,,,
Suwannee,United States of America,3631879.224456271,-9208431.985458558,,,
Fraser,Canada,7647210.158572972,-6928850.151189594,,,
Broad,United States of America,4005505.4979095305,-9023162.21770031,,,
Cowpasture,United States of America,4608917.19295844,-8836799.91001781,,,
Cowpasture,United States of America,4553142.894023397,-8867276.88193567,,,
W. Branch Susquehanna,United States of America,4966643.271228108,-8548369.37000537,,,
Delaware,United States of America,4840831.428193608,-8351581.731105008,,,
Merrimack,United States of America,5256498.711919518,-7888518.739910641,,,
Mohawk,United States of America,5251153.917973885,-8202066.827137707,,,
Grand,Canada,5261757.921464912,-8857574.475145327,,,
Kentucky,United States of America,4651171.031447256,-9482876.927335668,,,
White,United States of America,4066383.7197166895,-10151073.801478904,,,
Kaskaskia,United States of America,4547666.294080698,-10013949.169936538,,,
Cedar,United States of America,5008888.175858159,-10133536.089709137,,,
Santa Maria,Panama,897704.9324620969,-8958737.693060322,,,
Río Chirripó del Atlántico,Costa Rica,1124727.853964541,-9260748.884818183,,,
Mico,Nicaragua,1344941.5131904902,-9321251.68032698,,,
Atoyac,Mexico,1836314.0090930487,-10865410.104215804,,,
San Pedro,Mexico,2469473.6280706497,-11741710.52870053,,,
San Pedro,Mexico,2469473.6280706497,-11741710.52870053,,,
S. Fork Republican,United States of America,4873067.530881556,-11220466.55528286,,,
Tuscarawas,United States of America,4880943.5594806485,-9111076.350712553,,,
Urique,Mexico,3097231.76731623,-12016553.109071083,,,
Yaque del Norte,Dominican Republic,2240419.475126781,-7979664.2907586275,,,
San Miguel,Mexico,3045533.125122303,-11891731.781601503,,,
Illinois,United States of America,4688902.4687603805,-10072087.513370393,,,
Richelieu,Canada,5603542.130242782,-8162488.073611733,,,
Kanawha,United States of America,4672618.186807967,-9144917.91075546,,,
Osage,United States of America,4633431.289192362,-10245420.874791596,,,
Bighorn,United States of America,5777467.113170242,-11960349.811473314,,,
Fox,United States of America,5520263.5131639,-9796351.635015558,,,
Bayou Lafourche,United States of America,3498429.173739088,-10132008.708023952,,,
Cree,Canada,7873137.102672667,-11831003.411929224,,,
Burnside,Canada,10074443.865941375,-12048280.251051584,,,
Arnaud,Canada,8377488.20992842,-7907575.6800825745,,,
French,Canada,5773489.409041521,-8907608.455260178,,,
God's,Canada,7592510.61669645,-10336425.102067336,,,
Exploits,Canada,6203499.524895914,-6299824.366421508,,,
Saint Mary's,Canada,5639510.515604934,-6987646.192786835,,,
Muskingum,United States of America,4752176.077552813,-9069559.833589531,,,
Gatineau,Canada,5663336.2864514,-8428630.255616466,,,
St.-Maurice,Canada,5806959.255195527,-8073494.989480271,,,
Kansas,United States of America,4711606.169195095,-10530889.055307824,,,
Republican,United States of America,4873067.530881556,-11220466.55528286,,,
Hayes,Canada,7592510.61669645,-10336425.102067336,,,
Verde,Mexico,1836314.0090930487,-10865410.104215804,,,
Severn,Canada,7526348.089966112,-9739150.9191287,,,
Severn,Canada,7121785.371198363,-10110606.340104122,,,
Lempa,El Salvador,1558182.6800420813,-9903194.973432472,,,
Lempa,El Salvador,1558182.6800420813,-9903194.973432472,,,
Grijalva,Mexico,1930248.231726573,-10419596.742124597,,,
Grijalva,Mexico,2071691.851380312,-10315804.26789489,,,
Conchos,Mexico,3176998.5469094096,-11731008.83124671,,,
Conchos,Mexico,3176998.5469094096,-11731008.83124671,,,
Caniapiscau,Canada,7656740.2738556,-7694014.02025505,,,
Caniapiscau,Canada,7656740.2738556,-7694014.02025505,,,
Péribonka,Canada,6203335.07144388,-8021172.654598627,,,
Péribonka,Canada,6399402.485014697,-7932796.502215389,,,
Yellowstone,United States of America,5524349.821683968,-12283048.60000654,,,
Yellowstone,United States of America,6074752.084164135,-11571321.34783509,,,
Wisconsin,United States of America,5725379.863892416,-9968486.46383326,,,
Wisconsin,United States of America,5283387.479431539,-10147206.427567802,,,
North Platte,United States of America,5222312.636120537,-11689000.399381686,,,
North Platte,United States of America,5028105.578813423,-11355604.503530024,,,
Balsas,Mexico,2054844.616015072,-11343124.54499189,,,
Balsas,Mexico,2054978.313359923,-11343608.306450875,,,
Bell,Canada,6148014.679617728,-8433946.196143605,,,
Bell,Canada,6171131.317187518,-8470057.086626269,,,
Nottaway,Canada,6594317.504464761,-8742928.444881104,,,
Nottaway,Canada,6617289.746653042,-8775296.97845892,,,
Red,Canada,7045130.398927478,-10899694.659302669,,,
Red,United States of America,6481351.989856998,-10774128.665317526,,,
Manicouagan,Canada,6299521.723048508,-7610062.382789117,,,
Manicouagan,Canada,6299521.723048508,-7610062.382789117,,,
Green,United States of America,5028808.332504039,-12191033.365636712,,,
Green,United States of America,4579302.777288537,-12230631.143489694,,,
Red,United States of America,3981953.0087326425,-10746896.700040452,,,
Red,United States of America,3610368.9966638926,-10203730.420964245,,,
Pecos,United States of America,3839641.810333119,-11609921.707398972,,,
Pecos,United States of America,3442443.373486533,-11284643.763671327,,,
Roanoke,United States of America,4356155.405690401,-8698851.79689075,,,
Roanoke,United States of America,4268008.206351129,-8537721.182385081,,,
Ivanhoe,Canada,6184600.21707372,-9151924.298628123,,,
Colville,United States of America,11164701.415372418,-16744307.646075243,,,
Susquehanna,United States of America,4774522.914449694,-8468542.836162044,,,
Prairie Dog Town Fork Red,United States of America,4090351.628853482,-11232071.39477716,,,
Arctic Red,Canada,10249964.378971148,-14888239.944845809,,,
Haw,United States of America,4221401.484323285,-8799042.05636568,,,
Cuilco,Guatemala,1772962.5398990735,-10263923.39171839,,,
Río Grande de Matagalpa,Nicaragua,1439091.6503190245,-9296030.858194122,,,
Connecticut,United States of America,5038273.515063984,-8057166.681358054,,,
Clark Fork,United States of America,6100869.357284951,-12934150.757423945,,,
Clark Fork,United States of America,6100869.357284942,-12934161.62846794,,,
Winisk,Canada,7326685.305635078,-9508608.688537588,,,
Natashquan,Canada,6446193.18596265,-6855217.852262339,,,
Pearl,United States of America,3539788.8411887125,-9988815.3161559,,,
Oconee,United States of America,3739977.306252024,-9192139.008229429,,,
Ula,Honduras,1783856.9567942494,-9765891.396599248,,,
George,Canada,8001162.95659282,-7353032.853436515,,,
Stewart,Canada,9141265.34602759,-15522233.796732318,,,
Rogue,United States of America,5215924.969527477,-13818222.10601053,,,
Eel,United States of America,4908104.349188676,-13811313.557534063,,,
Stanislaus,United States of America,4508170.389512367,-13495651.052244576,,,
Minnesota,United States of America,5575721.93495714,-10372082.126462026,,,
Mattagami,Canada,6365126.9575770125,-9122800.771691132,,,
Groundhog,Canada,6184600.21707372,-9151924.298628123,,,
Nipigon,Canada,6317090.386539925,-9822260.05068288,,,
Mlzes,Canada,7864872.206986412,-7733965.1070388,,,
Cape Fear,United States of America,4029575.046017224,-8678756.672014628,,,
Nechako,Canada,7122047.853940691,-13659966.882648911,,,
Grande Rivire de la Baleine,Canada,7379984.382425075,-8658607.19191836,,,
Eastmain,Canada,6810650.386344143,-8728094.905311977,,,
Altamaha,United States of America,3739977.306252024,-9192139.008229429,,,
Papaloapan,Mexico,2106712.4004726973,-10646537.00205822,,,
Donjek,Canada,8969513.54512258,-15585313.029674536,,,
Platte,United States of America,4991712.294987815,-10672196.32103794,,,
Moose,Canada,6540032.772908836,-9069804.432080053,,,
Koksoak,Canada,7864872.206986412,-7733965.1070388,,,
White,Canada,9112838.68567299,-15538043.01250244,,,
Churchill,Canada,7801412.546770886,-10907807.175904673,,,
Churchill,Canada,7805126.534813416,-10859857.718481202,,,
R. des Outaouais,Canada,6018278.455256024,-8773405.416798959,,,
R. des Outaouais,Canada,6018278.455256044,-8773399.981276937,,,
Ottawa,Canada,5882732.6692211935,-8812666.192287236,,,
Ottawa,Canada,5779552.511837412,-8647744.301178603,,,
Panama Canal,Panama,1010941.293745019,-8871108.924953701,,,
Panama Canal,Panama,1029293.827069128,-8897025.493904015,,,
Río Grande de Santiago,Mexico,2474266.5916505945,-11700613.392159,,,
Río Grande de Santiago,Mexico,2474266.5916505945,-11700613.392159,,,
Alsek River,Canada,8183353.653073271,-15410838.208630895,,,
Kuskokwim,United States of America,8520854.430495217,-18020562.77882765,,,
North Fork Kuskokwim,United States of America,9081419.419150751,-17223416.298247237,,,
Copper,United States of America,8523128.309429629,-16098581.219927086,,,
Susitna,United States of America,8670542.448489489,-16762715.041366804,,,
Tanana,United States of America,9613240.388169443,-16925889.41214877,,,
Porcupine,Canada,9998866.982848672,-16200536.623537136,,,
Koyukuk,United States of America,9534651.135275137,-17559513.648538534,,,
Albany,Canada,6801428.843935031,-9115144.83893809,,,
Albany,Canada,6600039.386971256,-10176574.552995332,,,
Churchill,Canada,6998571.993576828,-6725996.469724556,,,
Churchill,Canada,7019702.914617214,-7199876.149721564,,,
Rupert,Canada,6667073.96686203,-8378259.273136916,,,
Rupert,Canada,6661665.373973402,-8551630.683212226,,,
San Joaquin,United States of America,4413450.076877358,-13324712.038269354,,,
San Joaquin,United States of America,4504190.844444815,-13492362.561427664,,,
Chattahoochee,United States of America,3574524.9741306272,-9448124.917355845,,,
Chattahoochee,United States of America,3574493.517224229,-9448342.3382363,,,
Alabama,United States of America,3847122.031327277,-9623053.60448742,,,
Alabama,United States of America,3570168.9580785297,-9795609.686261004,,,
Tugaloo,United States of America,4085190.3921977994,-9257982.204114389,,,
Tugaloo,United States of America,4099983.6058858647,-9279099.207128651,,,
Chattooga,United States of America,4149691.593573365,-9252943.475209843,,,
Savannah,United States of America,3960035.479198402,-9151391.617471058,,,
Savannah,United States of America,3744905.4594930415,-9004757.540169746,,,
Coppermine,Canada,9543028.499550642,-12506013.712913765,,,
Coppermine,Canada,9559127.018637965,-12503168.217140784,,,
Rainy,Canada,6177904.064837713,-10395191.248293454,,,
Rainy,Canada,6178080.319067693,-10394658.567136357,,,
Winnipeg,Canada,6521983.590627602,-10719439.160599925,,,
Winnipeg,Canada,6483507.641248815,-10685412.79280862,,,
Back,Canada,9879290.328624723,-10797392.699526273,,,
Back,Canada,9879357.472928314,-10797485.10340045,,,
South Saskatchewan,Canada,6634490.180638144,-11894830.029147996,,,
South Saskatchewan,Canada,6634533.498170069,-11894851.771236056,,,
Pit,United States of America,4952545.544867595,-13591514.636198448,,,
Pit,United States of America,4952545.544867595,-13591514.636198448,,,
Nelson,Canada,7590641.208964261,-10623347.284721568,,,
Nelson,Canada,7601599.931877038,-10550793.936913542,,,
Skeena,Canada,7181401.039869976,-14414039.569050085,,,
Liard,Canada,8784953.442335727,-13500428.876092613,,,
Coco,Nicaragua,1677805.7371577662,-9254036.015134132,,,
Double Mountain Fork Brazos,United States of America,3859445.149098189,-11187755.583818302,,,
Beaver,Canada,7406316.467491895,-11993607.052899975,,,
Finlay,Canada,7674827.106720188,-13896637.664307833,,,
Verde,Mexico,2493275.0024331245,-10974982.074682424,,,
S. Branch Potomac,United States of America,4786389.669810522,-8719139.882798215,,,
Hudson,United States of America,5030123.882168849,-8231779.832676339,,,
Wabash,United States of America,4525953.531512952,-9801170.225278657,,,
Saint John,Canada,5644603.498918948,-7368312.105810528,,,
Yadkin,United States of America,4308240.837766635,-8955503.557463553,,,
Willamette,United States of America,5694912.032520968,-13662706.38574262,,,
Gila,United States of America,3886798.02060696,-12384918.435782984,,,
Brazos,United States of America,3339819.7484273883,-10617949.811364245,,,
Great Bear,Canada,9609634.872770872,-13744837.12333472,,,
Pánuco,Mexico,2493275.0024331245,-10974982.074682424,,,
Trinity,United States of America,5014126.113772606,-13769065.962700533,,,
Great Pee Dee,United States of America,3929913.904954808,-8815340.46911681,,,
Pend Orielle,United States of America,6245643.937807054,-13094101.863653123,,,
Potomac,United States of America,4680797.373854623,-8579207.562580653,,,
Mississippi,United States of America,5977066.443079038,-10500374.034735886,,,
Mississippi,United States of America,5946097.3253768,-10595381.523972984,,,
Usumacinta,Mexico,2052403.137323311,-10264293.637633622,,,
Stikine,Canada,7650967.501770004,-14728837.826339748,,,
San Juan,Nicaragua,1237206.004334846,-9436533.66666656,,,
San Juan,Nicaragua,1215610.8768888044,-9311244.884304006,,,
Thelon,Canada,9507082.90639402,-10809486.736001646,,,
Thelon,Canada,9507082.90639402,-10809486.736001646,,,
Colorado,United States of America,4077272.403227995,-12732384.180361124,,,
Colorado,United States of America,4046966.8104824666,-12704336.886782335,,,
Sacramento,United States of America,4943460.924464214,-13626690.616895176,,,
Sacramento,United States of America,4646213.236987673,-13534305.76702855,,,
Tennessee,United States of America,4268008.206351133,-9793375.686714338,,,
Tennessee,United States of America,4416374.72619053,-9827652.08851815,,,
Klamath,United States of America,5203555.55952466,-13575569.532378038,,,
Klamath,United States of America,5025071.71762506,-13779108.089616563,,,
Athabasca,Canada,8077355.1194502385,-12358194.691813996,,,
Athabasca,Canada,7360633.689566775,-12695911.8276647,,,
Holston,United States of America,4257729.04296674,-9347440.02537786,,,
Fraser,Canada,6268181.675263376,-13696814.286364095,,,
Sprague,United States of America,5203709.754821572,-13575487.999547891,,,
Chixoy,Guatemala,1841424.217515388,-10063439.59785025,,,
Snake,United States of America,5230438.688827816,-12614308.3357077,,,
Snake,United States of America,5762352.062188051,-13238050.793080756,,,
La Grande,Canada,7097472.484457139,-8618384.329034103,,,
La Grande,Canada,7097449.531343264,-8618319.102769978,,,
Rio Grande,United States of America,3111173.0382406493,-11072123.006308973,,,
Rio Grande,United States of America,3050020.4203041107,-11039789.803624224,,,
Saskatchewan,Canada,7129211.961686566,-11396957.95499268,,,
Saskatchewan,Canada,6978324.870187336,-11057400.89494115,,,
North Saskatchewan,Canada,6899962.853069176,-12059683.97623146,,,
Arkansas,United States of America,4079236.588579944,-10257139.86024816,,,
Yukon,United States of America,9000045.671000421,-18310017.91473924,,,
Teslin,Canada,8275891.5082285935,-14704791.076961355,,,
Teslin,Canada,8463081.562345624,-14832751.418392476,,,
Columbia,Canada,6185921.213702929,-13143736.332900122,,,
Columbia,United States of America,5684949.74959242,-13597670.364876335,,,
Allegheny,United States of America,4903489.273179172,-8904545.538606754,,,
Niagara,Canada,5325084.080998106,-8800827.625346415,,,
St. Clair,Canada,5285461.362785746,-9174644.780635746,,,
Ohio,United States of America,4410553.34497098,-9921219.164422233,,,
Saint Lawrence,Canada,5591183.923451345,-8317006.375590534,,,
